"name","iata_code","icao_code","callsign","country","active","headquarters","founded","fleet_size","destinations","alliance"
"Walmart Aviation","","CGG","CHARGE","United States",false,,,,,
"Walsten Air Services","","WAS","WALSTEN","Canada",false,,,,,
"Walter I Linkoping","","GOT","GOTHIC","Sweden",false,,,,,
"Wapiti Aviation","","WPT","WAPITI","Canada",false,,,,,
"Warbelow's Air Ventures","","WAV","WARBELOW","United States",false,,,,,
"Warwickshire Aerocentre Ltd.","","ATX","AIRTAX","United Kingdom",false,,,,,
"Wasaya Airways","","WSG","WASAYA","Canada",false,,,,,
"Wayraper","7W","","WAYRAPER","Peru",true,,,,,
"Weasua Air Transport Company","","WTC","WATCO","Liberia",false,,,,,
"WebJet Linhas A","WJ","WEB","WEB-BRASIL","Brazil",true,,,,,
"Welch Aviation","","TDB","THUNDER BAY","United States",false,,,,,
"Welcome Air","2W","WLC","WELCOMEAIR","Austria",true,,,,,
"Wermlandsflyg AB","","BLW","BLUESTAR","Sweden",false,,,,,
"West Africa Airlines","","WCB","KILO YANKEE","Ghana",false,,,,,
"West African Air Transport","","WTF","WESTAF AIRTRANS","Senegal",false,,,,,
"West African Airlines","","WSF","","Benin",false,,,,,
"West African Cargo Airlines","","WAC","WESTAF CARGO","Mauritania",false,,,,,
"West Air Luxembourg","","WLX","WEST LUX","Luxembourg",false,,,,,
"West Caribbean Airways","","WCW","","Colombia",false,,,,,
"West Caribbean Costa Rica","","WCR","WEST CARIBBEAN","Costa Rica",false,,,,,
"West Coast Air","8O","","","Canada",true,,,,,
"West Coast Airlines","","WCG","WHISKY INDIA","Ghana",false,,,,,
"West Coast Airways","","WCA","WEST-LEONE","Sierra Leone",false,,,,,
"West Freugh DTEO","","TEE","TEEBIRD","United Kingdom",false,,,,,
"West Wind Aviation","","WEW","WESTWIND","Canada",false,,,,,
"WestJet","WS","WJA","WESTJET","Canada",true,,,,,
"Westair Aviation","","WAA","WESTAIR WINGS","Namibia",false,,,,,
"Westair Cargo Airlines","","WSC","WESTCAR","Cote d'Ivoire",false,,,,,
"Westair Industries","","PCM","PAC VALLEY","United States",false,,,,,
"Westcoast Energy","","BLK","BLUE FLAME","Canada",false,,,,,
"Western Air","","WST","WESTERN BAHAMAS","Bahamas",false,,,,,
"Western Air Couriers","","NPC","NORPAC","United States",false,,,,,
"Western Air Express","","WAE","WESTERN EXPRESS","United States",false,,,,,
"Western Arctic Air","","WAL","WESTERN ARCTIC","Canada",false,,,,,
"Western Aviators","","WTV","WESTAVIA","United States",false,,,,,
"Western Express Air Lines","","WES","WEST EX","Canada",false,,,,,
"Western Pacific Airlines","","KMR","KOMSTAR","United States",false,,,,,
"Western Pacific Airservice","","WPA","WESTPAC","Solomon Islands",false,,,,,
"Westflight Aviation","","WSL","WEST LINE","United Kingdom",false,,,,,
"Westgates Airlines","","WSA","WESTATES","United States",false,,,,,
"Westland Helicopters","","WHE","WESTLAND","United Kingdom",false,,,,,
"Westpoint Air","","WTP","WESTPOINT","Canada",false,,,,,
"White","","WHT","YOUNG SKY","Portugal",false,,,,,
"White Eagle Aviation","","WEA","WHITE EAGLE","Poland",false,,,,,
"White River Air Services","","WRA","","Canada",false,,,,,
"Whyalla Airlines","","WWL","","Australia",false,,,,,
"Widerøe","WF","WIF","WIDEROE","Norway",true,,,,,
"Wiggins Airways","","WIG","WIGGINS AIRWAYS","United States",false,,,,,
"Wiking Helikopter Service","","WHS","WEEKING","Germany",false,,,,,
"Wilbur's Flight Operations","","WFO","WILBURS","United States",false,,,,,
"Williams Air","","WLS","WILLIAMS AIR","United States",false,,,,,
"Williams Grand Prix Engineering","","WGP","GRAND PRIX","United Kingdom",false,,,,,
"Wimbi Dira Airways","","WDA","WIMBI DIRA","Democratic Republic of Congo",false,,,,,
"Winair","","WNA","WINAIR","United States",false,,,,,
"Wind Jet","IV","JET","GHIBLI","Italy",true,,,,,
"Wind Spirit Air","","WSI","WIND SPIRIT","United States",false,,,,,
"Windrose Air","","QGA","QUADRIGA","Germany",false,,,,,
"Windward Islands Airways International","","WIA","WINDWARD","Netherland",false,,,,,
"Wings Air Transport","","WAT","","Sudan",false,,,,,
"Wings Airways","","WAW","WING SHUTTLE","United States",false,,,,,
"Wings Aviation","","WOL","WINGJET","Guyana",false,,,,,
"Wings Express","","WEX","WINGS EXPRESS","United States",false,,,,,
"Wings of Lebanon Aviation","","WLB","WING LEBANON","Lebanon",false,,,,,
"Winlink","","WIN","WINLINK","Saint Lucia",false,,,,,
"Wisconsin Air National Guard","","WAG","","United States",false,,,,,
"Wisman Aviation","","WSM","WISMAN","United States",false,,,,,
"Wizz Air","W6","WZZ","WIZZ AIR","Hungary",true,,,,,
"Wizz Air Hungary","8Z","WVL","WIZZBUL","Bulgaria",true,,,,,
"Wondair on Demand Aviation","","WNR","WONDAIR","Spain",false,,,,,
"Woodgate Executive Air Charter","","CWY","CAUSEWAY","United Kingdom",false,,,,,
"World Airways","WO","WOA","WORLD","United States",true,,,,,
"World Weatherwatch","","XWW","","Canada",false,,,,,
"World Wing Aviation","","WWM","MANAS WING","Kyrgyzstan",false,,,,,
"Worldspan","1P","","","United States",false,,,,,
"Worldwide Air Charter Systems","","CSW","CHARTER SYSTEMS","Canada",false,,,,,
"Worldwide Aviation Services","","WWS","","Pakistan",false,,,,,
"Worldwide Jet Charter","","WWI","WORLDWIDE","United States",false,,,,,
"Wright Air Lines","","WRT","WRIGHT-AIR","United States",false,,,,,
"Wuhan Airlines","","CWU","WUHAN AIR","China",false,,,,,
"Wycombe Air Centre","","WYC","WYCOMBE","United Kingdom",false,,,,,
"Wyoming Airlines","","WYG","WYOMING","United States",false,,,,,
"XL Airways France","SE","SEU","STARWAY","France",true,,,,,
"XP Internation","","XPS","XP PARCEL","Netherlands",false,,,,,
"Xabre Aerolineas","","XAB","AERO XABRE","Mexico",false,,,,,
"Xclusive Jet Charter Limited","","XJC","EXCLUSIVE JET","United Kingdom",false,,,,,
"Xerox Corporation","","XER","XEROX","United States",false,,,,,
"Xiamen Airlines","MF","CXA","XIAMEN AIR","China",true,,,,,
"Xinjiang Airlines","","CXJ","XINJIANG","China",false,,,,,
"Xjet Limited","","XJT","XRAY","United Kingdom",false,,,,,
"Xtra Airways","XP","CXP","RUBY MOUNTAIN","United States",true,,,,,
"Yak-Service","","AKY","YAK-SERVICE","Russia",false,,,,,
"Yakolev","","YAK","YAK AVIA","Russia",false,,,,,
"Yamal Airlines","YL","LLM","YAMAL","Russia",true,,,,,
"Yana Airlines","","CYG","VICAIR","Cambodia",false,,,,,
"Yangtze River Express","Y8","YZR","YANGTZE RIVER","China",true,,,,,
"Yellow Wings Air Services","","ELW","YELLOW WINGS","Kenya",false,,,,,
"Yemenia","IY","IYE","YEMENI","Yemen",true,,,,,
"Yerevan-Avia","","ERV","YEREVAN-AVIA","Armenia",false,,,,,
"Young Flying Service","","YFS","YOUNG AIR","United States",false,,,,,
"Yuhi Air Lines","","AYU","","Japan",false,,,,,
"Yuzhnaya Aircompany","","UGN","PLUTON","Kazakhstan",false,,,,,
"Yuzhmashavia","","UMK","YUZMASH","Ukraine",true,,,,,
"Z-Avia","","RZV","ZEDAVIA","Armenia",false,,,,,
"Zagros Airlines","","IZG","ZAGROS","Iran",false,,,,,
"Zaire Aero Service","","ZAI","ZASAIR","Democratic Republic of Congo",false,,,,,
"Zairean Airlines","","ZAR","ZAIREAN","Democratic Republic of Congo",false,,,,,
"Zambian Airways","Q3","MBN","ZAMBIANA","Zambia",true,,,,,
"Zambezi Airlines","","ZMA","ZAMBEZI WINGS","Zambia",false,,,,,
"Zanair","","TAN","ZANAIR","Tanzania",true,,,,,
"Zantop International Airlines","","ZAN","ZANTOP","United States",false,,,,,
"ZAS Airlines of Egypt","","ZAS","ZAS AIRLINES","Egypt",false,,,,,
"Zenith Air","","AZR","ZENAIR","South Africa",false,,,,,
"Zenmour Airlines","","EMR","ZENMOUR","Mauritania",false,,,,,
"Zephyr Express","","RZR","RECOVERY","United States",false,,,,,
"Zhejiang Airlines","","CJG","ZHEJIANG","China",false,,,,,
"Zhetysu","","JTU","ZHETYSU","Kazakhstan",false,,,,,
"Zhez Air","","KZH","","Kazakhstan",false,,,,,
"Zhongfei General Aviation","","CFZ","ZHONGFEI","China",false,,,,,
"Zhongyuan Aviation","","CYN","ZHONGYUAN","China",false,,,,,
"Zip","3J","WZP","ZIPPER","Canada",false,,,,,
"Zimex Aviation","C4","IMX","ZIMEX","Switzerland",true,,,,,
"Zoom Airlines","Z4","OOM","ZOOM","Canada",true,,,,,
"Zoom Airways","","ZAW","ZED AIR","Bangladesh",false,,,,,
"Zorex","","ORZ","ZOREX","Spain",false,,,,,
"Zracno Pristaniste Mali Losinj","","MLU","MALI LOSINJ","Croatia",false,,,,,
"Tyrolean Airways",,"TYR","TYROLEAN","\N",true,,,,,
"buzz","UK","BUZ","","\N",true,,,,,
"Sky Express","XW","SXR","SKYSTORM","Russia",true,,,,,
"Yellow Air Taxi","Y0",,"","United States",false,,,,,
"Air Mandalay","6T",,"Six Tango","Burma",true,,,,,
"TEA Switzerland","","4SW","","Switzerland",false,,,,,
"TUI Airlines Belgium","TB","TUB","BEAUTY","Belgium",true,,,,,
"Arctic Air","","AKR","Arctic Norway","Norway",false,,,,,
"Braathens","BU","BRA","Braathens","Norway",true,,,,,
"Globus","GH","GLP","","Russia",true,,,,,
"Air Kazakhstan","9Y","KZK","Kazakh","Kazakhstan",true,,,,,
"Japan Air System","JD","JAS","Air System","Japan",true,,,,,
"Annsett New Zealand (NZA)","ZQ","LOC","LOCAIR","New Zealand",true,,,,,
"EasyJet (DS)","DS",,"","Switzerland",true,,,,,
"Rheintalflug","","RTL","Rheintal","Austria",false,,,,,
"Dan-Air London","","DAN","","United Kingdom",false,,,,,
"Fred. Olsen","","FOF","","Norway",false,,,,,
"Star Peru (2I)","2I",,"","Peru",true,,,,,
"Robin Hood Aviation","","RHA","Sherwood","Austria",false,,,,,
"Carnival Air Lines","KW",,"Carnival Air","United States",true,,,,,
"United Airways","4H","UBD","UNITED BANGLADESH","Bangladesh",true,,,,,
"Inter European Airways","","IEA","","United Kingdom",false,,,,,
"Trans Maldivian Airways","M8","TMW","TRANSNUSA","Maldives",true,,,,,
"Fly540","5H","FFV","SWIFT TANGO","Kenya",true,,,,,
"Island Air (WP)","WP","MKU","","United States",true,,,,,
"1-2-go","OG",,"","Thailand",true,,,,,
"Uni Air","B7","UIA","Glory","Taiwan",true,,,,,
"Gomelavia","YD",,"","Belarus",true,,,,,
"NordWind Airlines","","NWS","NORDLAND","Russia",false,,,,,
"Red Wings","WZ","RWZ","AIR RED","Russia",true,,,,,
"Hellenic Star Airways","","HST","Hellenic Star","Greece",false,,,,,
"BAE Systems Flight Training","","BAZ","","Australia",false,,,,,
"TUIfly (X3)","11",,"","Germany",true,,,,,
"Felix Airways","FU","FXX","","Yemen",true,,,,,
"Kostromskie avialinii","K1","KOQ","","Russia",true,,,,,
"Greenfly","XX","GFY","","Spain",true,,,,,
"Tajik Air","7J",,"","Tajikistan",true,,,,,
"Air Mozambique","TM",,"","Mozambique",true,,,,,
"ELK Airways","--","ELK","","Estonia",true,,,,,
"MCA Airlines","","MCA","CALSON","Sweden",true,,,,,
"Virgin Pacific","VH","VNP","","Fiji",true,,,,,
"Zest Air","Z2",,"","Philippines",true,,,,,
"LÍO Flugmennt","","LIO","","Iceland",false,,,,,
"Wataniya Airways","","KW1","","Kuwait",true,,,,,
"Air Arabia Maroc","3O",,"Air Arabia","Morocco",true,,,,,
"Baltic Air lines","B1","BA1","Baltic","Latvia",true,,,,,
"Ciel Canadien","YC","YCC","Ciel","Canada",true,,,,,
"Indochina Airlines","","AXC","Airspup","Vietnam",true,,,,,
"JetWind","","JWW","Jetwind","United States",false,,,,,
"Air Comet Chile","3I",,"","Chile",true,,,,,
"Nazca","-.",,"","Peru",false,,,,,
"German Air Force - FLB","","FLB","FLB","Germany",true,,,,,
"City-Air Germany","","CIP","","Germany",false,,,,,
"Voronezhskie Airlanes","DN","SGG","","Russia",true,,,,,
"FlyLAL Charters","","LLC","","Lithuania",true,,,,,
"Illinois Airways","IL","ILW","","United States",false,,,,,
"Salzburg arrows","SZ",,"SZA","Austria",true,,,,,
"California Western","KT","CWS","Vickjet","United States",true,,,,,
"Zz","ZZ",,"","Belgium",true,,,,,
"Atifly","A1","A1F","atifly","United States",true,,,,,
"Suckling Airways","CB","CCC","","United Kingdom",true,,,,,
"Reno Sky","RY","RAY","Rainbow CAN","United States",true,,,,,
"Aerolineas heredas santa maria","","SZB","","Dominican Republic",true,,,,,
"Ciao Air","99",,"","Italy",true,,,,,
"Jc royal.britannica","","JRB","","United Kingdom",true,,,,,
"Birmingham European","VB",,"","United Kingdom",false,,,,,
"Pal airlines","5P",,"","Chile",true,,,,,
"CanXpress","C1","CA1","CAX","Canada",true,,,,,
"CanXplorer","C2","CAP","","Canada",true,,,,,
"Click (Mexicana)","QA",,"","Mexico",true,,,,,
"World Experience Airline","W1","WE1","WEA","Canada",true,,,,,
"Air Choice One","3E",,"","United States",true,,,,,
"Tianjin Airlines","","GCR","","China",true,,,,,
"China United","KN",,"","China",true,,,,,
"Safi Airlines","4Q",,"","Afghanistan",true,,,,,
"Bobb Air Freight","01",,"","Germany",true,,,,,
"Pelita","6D",,"","Indonesia",true,,,,,
"Alaska Seaplane Service","J5",,"","United States",true,,,,,
"TAN","T8",,"","Argentina",false,,,,,
"Enerjet","","ENJ","ENERJET AIR","Canada",true,,,,,
"TACA Peru","T0",,"TACA PERU","Peru",true,,,,,
"Orbest","","OBS","ORBEST","Portugal",true,,,,,
"Southern Air Charter","","SOA","","Bahamas",true,,,,,
"SVG Air","","SVG","Grenadines","Saint Vincent and the Grenadines",true,,,,,
"Air Century","","CEY","","Dominican Republic",true,,,,,
"Pan Am World Airways Dominicana","7Q",,"PAWA","Dominican Republic",true,,,,,
"Sol Lineas Aereas","","OLS","FLIGHT SOL","Argentina",true,,,,,
"VIP Ecuador","V6",,"","Ecuador",true,,,,,
"Transportes Aereos Cielos Andinos","","NDN","ANDINOS","Peru",true,,,,,
"EasyFly","","EFY","EASYFLY","Colombia",true,,,,,
"Polar Airlines","ЯП",,"","Russia",true,,,,,
"Catovair","OC",,"CATOVAIR","Mauritius",true,,,,,
"Andalus Lineas Aereas","","ANU","Andalus","Spain",true,,,,,
"Air 26","","DCD","DUCARD","Angola",true,,,,,
"Mauritania Airways","","MTW","MAURITANIA AIRWAYS","Mauritania",true,,,,,
"CEIBA Intercontinental","","CEL","CEIBA LINE","Equatorial Guinea",true,,,,,
"Halcyonair","7Z",,"CREOLE","Cape Verde",true,,,,,
"Business Aviation","4P",,"AFRICAN BUSINESS","Congo (Kinshasa)",true,,,,,
"AlMasria Universal Airlines","UJ","LMU","ALMASRIA","Egypt",true,,,,,
"EgyptAir Express","","MSE","EGYPTAIR EXPRESS","Egypt",true,,,,,
"SmartLynx Airlines","6Y",,"","Latvia",true,,,,,
"Air Italy Egypt","","EUD","","Egypt",true,,,,,
"KoralBlue Airlines","K7","KBR","KORAL BLUE","Egypt",true,,,,,
"Wind Rose Aviation","","WRC","WIND ROSE","Ukraine",true,,,,,
"Sevenair","","SEN","SEVENAIR","Tunisia",true,,,,,
"Med Airways","7Y",,"FLYING CARPET","Lebanon",true,,,,,
"Transavia Denmark","","TDK","","Denmark",true,,,,,
"Royal Falcon","RL","RFJ","","Jordan",true,,,,,
"Euroline","4L","MJX","GEO-LINE","Georgia",true,,,,,
"Turkuaz Airlines","","TRK","TURKU","Turkey",true,,,,,
"Athens Airways","ZF",,"ATHENSAIR","Greece",true,,,,,
"Viking Hellas","VQ","VKH","DELPHI","Greece",true,,,,,
"Norlandair","","FNA","NORLAND","Iceland",true,,,,,
"Flugfelag Vestmannaeyja","","FVM","ELEGANT","Iceland",true,,,,,
"Starline.kz","DZ",,"ALUNK","Kazakhstan",true,,,,,
"Chongqing Airlines","OQ","CQN","CHONG QING","China",true,,,,,
"Grand China Air","","GDC","GRAND CHINA","China",true,,,,,
"West Air China","PN","CHB","WEST CHINA","China",true,,,,,
"NordStar Airlines","Y7",,"","Russia",true,,,,,
"MDLR Airlines","9H",,"MDLR","India",true,,,,,
"Jagson Airlines","","JGN","JAGSON","India",true,,,,,
"Maldivian","Q2",,"ISLAND AVIATION","Maldives",true,,,,,
"Xpressair","XN",,"","Indonesia",true,,,,,
"Fars Air Qeshm","","QFZ","FARS AIR","Iran",true,,,,,
"Eastok Avia","","EAA","","Kyrgyzstan",true,,,,,
"Jupiter Airlines","","JPU","JUPITERAIR","United Arab Emirates",true,,,,,
"Vision Air International","","VIS","","Pakistan",true,,,,,
"Korea Express Air","","KEA","","South Korea",true,,,,,
"Eznis Airways","","EZA","EZNIS","Mongolia",true,,,,,
"Pacific Flier","","PFL","KOROR","Palau",true,,,,,
"Syrian Pearl Airlines","","PSB","","Syria",true,,,,,
"SGA Airlines","5E",,"SIAM","Thailand",true,,,,,
"Air2there","F8",,"","New Zealand",true,,,,,
"Court Line","??","???","","United Kingdom",false,,,,,
"Lombards Air","++","---","","South Africa",false,,,,,
"U.S. Air","-+","--+","","United States",true,,,,,
"Jayrow","\\'","\\'\\","","Australia",true,,,,,
"Llloyd Helicopters","::",":::","","Australia",false,,,,,
"Wilderness Air",";;",,"","Australia",true,,,,,
"Whitaker Air","^^",,"","Australia",true,,,,,
"PanAm World Airways","WQ","PQW","","United States",true,,,,,
"Virginwings","YY","VWA","","Germany",true,,,,,
"Wizz Air Ukraine","WU","WAU","WIZZAIR UKRAINE","Ukraine",true,,,,,
"88","47","VVN","","Cyprus",true,,,,,
"THREE","H3","T33","","China",true,,,,,
"Royal European Airlines","69",,"","United Kingdom",true,,,,,
"Tom\\'s & co airliners","&T","T&O","T&","France",true,,,,,
"Zapolyarie Airlines","","PZY","","Russia",true,,,,,
"Finlandian","","FN1","","Finland",true,,,,,
"Nik Airways","X1",,"","Saudi Arabia",false,,,,,
"Congo Express","XZ",,"EXPRESSWAYS","Congo (Kinshasa)",true,,,,,
"Fly Dubai","FZ","FDB","","United Arab Emirates",true,,,,,
"Domenican Airlines","D1","MDO","Domenican","Dominican Republic",true,,,,,
"ConneX European Airline","","2CO","ConneX","Austria",true,,,,,
"Air Atlantic","9A","99F","Atlantic","Canada",true,,,,,
"Kal Star Aviation","","KLS","","Indonesia",true,,,,,
"LSM AIRLINES ","YZ","YZZ","Moscow frog ","Russia",true,,,,,
"Aero Lloyd (YP)","YP","AEF","","Germany",false,,,,,
"UTair-Express","UR",,"","Russia",true,,,,,
"Huaxia","G5",,"","China",true,,,,,
"CBM America","","XBM","AIRMAX","United States",true,,,,,
"N1","N1",,"","Peru",true,,,,,
"Airlink (SAA)","4Z",,"","South Africa",true,,,,,
"Westfalia Express VA","","WFX","","Germany",true,,,,,
"JobAir","3B",,"","Czech Republic",true,,,,,
"Zuliana de Aviacion","OD","ULA","Malindo","Venezuela",true,,,,,
"China SSS","9C",,"","China",true,,,,,
"Nihon.jet","NJ","NGB","Nordic Global","Japan",true,,,,,
"AIR INDOCHINE","","IIA","","Vietnam",true,,,,,
"Transportes Aéreos Nacionales de Selva","TJ","TJA","Aereos Selva","Peru",true,,,,,
"Happy Air","","HPY","","Thailand",true,,,,,
"Solar Air","","SRB","Solar Air","Thailand",true,,,,,
"ZABAIKAL AIRLINES","Z6","ZTT","BAIKAL ","Russia",true,,,,,
"SUR Lineas Aereas","","SZZ","","Argentina",true,,,,,
"Aerolineas Africanas","","AA1","","Guinea",true,,,,,
"Georgian Airlines","","GEG","","Georgia",false,,,,,
"Yellowstone Club Private Shuttle","Y1",,"YCS","United States",true,,,,,
"Caucasus Airlines","NS",,"","Georgia",true,,,,,
"Serbian Airlines","S1","SA1","","Serbia",true,,,,,
"Windward Islands Airways","WM",,"Winair","Netherlands Antilles",true,,,,,
"TransHolding System","YO","TYS","","Brazil",true,,,,,
"Small Planet Airlines","","ELC","","Lithuania",true,,,,,
"Fly Brasil","F1","FBL","FBL","Brazil",true,,,,,
"AUOS","","AUK","AUOS","United Kingdom",false,,,,,
"Fly Colombia ( Interliging Flights )","3F","3FF","","Colombia",true,,,,,
"KMV","МИ",,"Air Minvody","Russia",true,,,,,
"Turkish Wings Domestic","","TWD","TWD","Turkey",true,,,,,
"OCEAN AIR CARGO","","IXO","","India",true,,,,,
"Norte Lineas Aereas","N0",,"","Argentina",true,,,,,
"Austral Brasil","W7",,"","Brazil",true,,,,,
"Nihon.jet connect","","NX1","","Kyrgyzstan",true,,,,,
"TUR Avrupa Hava YollarÄ±","YI",,"TurAvrupa","Turkey",false,,,,,
"Cruzeiro do Sul Servicos Aereos","","CRZ","","Brazil",false,,,,,
"Luchsh Airlines ","L4","LJJ","russian sky","Russia",true,,,,,
"ENTERair","","QQQ","","Poland",true,,,,,
"Mongolian International Air Lines ","7M","ZTF","Mongol_AIr ","Mongolia",true,,,,,
"Papillon Grand Canyon Helicopters","HI",,"","United States",true,,,,,
"NEXT Brasil","XB","NXB","XB","Brazil",true,,,,,
"Cook Island Air","KH","KHK","","Cook Islands",true,,,,,
"Usa Sky Cargo","E1","ES2","USKY","United States",true,,,,,
"Red Jet Mexico","4X",,"","Mexico",true,,,,,
"Era Alaska","7H","ERR","ERAH","United States",true,,,,,
"Hankook Air US","H1","HA1","","United States",true,,,,,
"Canadian World","10","CNN","Canadian","Canada",false,,,,,
"Pim Air","","PHJ","Pim Air","Netherlands",false,,,,,
"Carpatair Flight Training","","SMW","Smartwings","Romania",true,,,,,
"Compania de Aviacion Faucett","","CFP","","Peru",false,,,,,
"Kar-Air","","KAR","","Finland",false,,,,,
"Whitejets","","WTJ","WHITEJET","Brazil",true,,,,,
"BVI Airways","XV",,"","British Virgin Islands",true,,,,,
"Hamburg Airways","","HAY","","Germany",true,,,,,
"Zambezi Airlines (ZMA)","ZJ",,"","Zambia",true,,,,,
"Kan Air","","KND","Kan Air","Thailand",true,,,,,
"Air Cudlua","","CUD","Cudlua","United Kingdom",true,,,,,
"Polet Airlines (Priv)","YQ",,"","Russia",true,,,,,
"Air Explore","","AXE","","Slovakia",true,,,,,
"TROPICAL LINHAS AEREAS","T1","TP3","","Brazil",false,,,,,
"12 North","12","N12","12N","India",true,,,,,
"Holidays Czech Airlines","","HCC","","Czech Republic",true,,,,,
"Comtel Air","","COE","","Austria",true,,,,,
